2002,117.12
2003,161.10
2004,216.99
2005,263.27
2006,243.88
2007,324.92
2008,409.15
2009,359.52
2010,381.60
2011,411.84
2012,410.99
2013,418.58
2014,410.62
2015,380.43
2016,433.66
2017,390.02
2018,372.80
2019,356.26
2020,339.38
2021,328.21
2022,316.94
2023,455.27
